Screen Size,RAM,Weight,Brand_Acer,Brand_Apple,Brand_Asus,Brand_Chuwi,Brand_Dell,Brand_Fujitsu,Brand_Google,Brand_HP,Brand_Huawei,Brand_LG,Brand_Lenovo,Brand_MSI,Brand_Mediacom,Brand_Microsoft,Brand_Razer,Brand_Samsung,Brand_Toshiba,Brand_Vero,Brand_Xiaomi,Type_2 in 1 Convertible,Type_Gaming,Type_Netbook,Type_Notebook,Type_Ultrabook,Type_Workstation,CPU_AMD A10-Series 9600P 2.4GHz,CPU_AMD A10-Series 9620P 2.5GHz,CPU_AMD A10-Series A10-9620P 2.5GHz,CPU_AMD A12-Series 9700P 2.5GHz,CPU_AMD A12-Series 9720P 2.7GHz,CPU_AMD A12-Series 9720P 3.6GHz,CPU_AMD A4-Series 7210 2.2GHz,CPU_AMD A6-Series 7310 2GHz,CPU_AMD A6-Series 9220 2.5GHz,CPU_AMD A6-Series 9220 2.9GHz,CPU_AMD A6-Series A6-9220 2.5GHz,CPU_AMD A8-Series 7410 2.2GHz,CPU_AMD A9-Series 9410 2.9GHz,CPU_AMD A9-Series 9420 2.9GHz,CPU_AMD A9-Series 9420 3GHz,CPU_AMD A9-Series A9-9420 3GHz,CPU_AMD E-Series 6110 1.5GHz,CPU_AMD E-Series 7110 1.8GHz,CPU_AMD E-Series 9000 2.2GHz,CPU_AMD E-Series 9000e 1.5GHz,CPU_AMD E-Series E2-6110 1.5GHz,CPU_AMD E-Series E2-9000 2.2GHz,CPU_AMD E-Series E2-9000e 1.5GHz,CPU_AMD FX 8800P 2.1GHz,CPU_AMD FX 9830P 3GHz,CPU_AMD Ryzen 1600 3.2GHz,CPU_AMD Ryzen 1700 3GHz,CPU_Intel Atom X5-Z8350 1.44GHz,CPU_Intel Atom Z8350 1.92GHz,CPU_Intel Atom x5-Z8300 1.44GHz,CPU_Intel Atom x5-Z8350 1.44GHz,CPU_Intel Atom x5-Z8550 1.44GHz,CPU_Intel Celeron Dual Core 3205U 1.5GHz,CPU_Intel Celeron Dual Core 3855U 1.6GHz,CPU_Intel Celeron Dual Core N3050 1.6GHz,CPU_Intel Celeron Dual Core N3060 1.60GHz,CPU_Intel Celeron Dual Core N3060 1.6GHz,CPU_Intel Celeron Dual Core N3350 1.1GHz,CPU_Intel Celeron Dual Core N3350 2.0GHz,CPU_Intel Celeron Dual Core N3350 2GHz,CPU_Intel Celeron Quad Core N3160 1.6GHz,CPU_Intel Celeron Quad Core N3450 1.1GHz,CPU_Intel Celeron Quad Core N3710 1.6GHz,CPU_Intel Core M 1.1GHz,CPU_Intel Core M 1.2GHz,CPU_Intel Core M 6Y30 0.9GHz,CPU_Intel Core M 6Y54 1.1GHz,CPU_Intel Core M 6Y75 1.2GHz,CPU_Intel Core M 7Y30 1.0GHz,CPU_Intel Core M M3-6Y30 0.9GHz,CPU_Intel Core M M7-6Y75 1.2GHz,CPU_Intel Core M m3 1.2GHz,CPU_Intel Core M m3-7Y30 2.2GHz,CPU_Intel Core M m7-6Y75 1.2GHz,CPU_Intel Core i3 6006U 2.0GHz,CPU_Intel Core i3 6006U 2.2GHz,CPU_Intel Core i3 6006U 2GHz,CPU_Intel Core i3 6100U 2.1GHz,CPU_Intel Core i3 6100U 2.3GHz,CPU_Intel Core i3 7100U 2.4GHz,CPU_Intel Core i3 7130U 2.7GHz,CPU_Intel Core i5 1.3GHz,CPU_Intel Core i5 1.6GHz,CPU_Intel Core i5 1.8GHz,CPU_Intel Core i5 2.0GHz,CPU_Intel Core i5 2.3GHz,CPU_Intel Core i5 2.9GHz,CPU_Intel Core i5 3.1GHz,CPU_Intel Core i5 6200U 2.3GHz,CPU_Intel Core i5 6260U 1.8GHz,CPU_Intel Core i5 6300HQ 2.3GHz,CPU_Intel Core i5 6300U 2.4GHz,CPU_Intel Core i5 6440HQ 2.6GHz,CPU_Intel Core i5 7200U 2.50GHz,CPU_Intel Core i5 7200U 2.5GHz,CPU_Intel Core i5 7200U 2.70GHz,CPU_Intel Core i5 7200U 2.7GHz,CPU_Intel Core i5 7300HQ 2.5GHz,CPU_Intel Core i5 7300U 2.6GHz,CPU_Intel Core i5 7440HQ 2.8GHz,CPU_Intel Core i5 7500U 2.7GHz,CPU_Intel Core i5 7Y54 1.2GHz,CPU_Intel Core i5 7Y57 1.2GHz,CPU_Intel Core i5 8250U 1.6GHz,CPU_Intel Core i7 2.2GHz,CPU_Intel Core i7 2.7GHz,CPU_Intel Core i7 2.8GHz,CPU_Intel Core i7 2.9GHz,CPU_Intel Core i7 6500U 2.50GHz,CPU_Intel Core i7 6500U 2.5GHz,CPU_Intel Core i7 6560U 2.2GHz,CPU_Intel Core i7 6600U 2.6GHz,CPU_Intel Core i7 6700HQ 2.6GHz,CPU_Intel Core i7 6820HK 2.7GHz,CPU_Intel Core i7 6820HQ 2.7GHz,CPU_Intel Core i7 6920HQ 2.9GHz,CPU_Intel Core i7 7500U 2.5GHz,CPU_Intel Core i7 7500U 2.7GHz,CPU_Intel Core i7 7560U 2.4GHz,CPU_Intel Core i7 7600U 2.8GHz,CPU_Intel Core i7 7660U 2.5GHz,CPU_Intel Core i7 7700HQ 2.7GHz,CPU_Intel Core i7 7700HQ 2.8GHz,CPU_Intel Core i7 7820HK 2.9GHz,CPU_Intel Core i7 7820HQ 2.9GHz,CPU_Intel Core i7 7Y75 1.3GHz,CPU_Intel Core i7 8550U 1.8GHz,CPU_Intel Core i7 8650U 1.9GHz,CPU_Intel Pentium Dual Core 4405U 2.1GHz,CPU_Intel Pentium Dual Core 4405Y 1.5GHz,CPU_Intel Pentium Dual Core N4200 1.1GHz,CPU_Intel Pentium Quad Core N3700 1.6GHz,CPU_Intel Pentium Quad Core N3710 1.6GHz,CPU_Intel Pentium Quad Core N4200 1.1GHz,CPU_Intel Xeon E3-1505M V6 3GHz,CPU_Intel Xeon E3-1535M v5 2.9GHz,CPU_Intel Xeon E3-1535M v6 3.1GHz,CPU_Samsung Cortex A72&A53 2.0GHz,GPU_AMD FirePro W4190M,GPU_AMD FirePro W4190M ,GPU_AMD FirePro W5130M,GPU_AMD FirePro W6150M,GPU_AMD R17M-M1-70,GPU_AMD R4 Graphics,GPU_AMD Radeon 520,GPU_AMD Radeon 530,GPU_AMD Radeon 540,GPU_AMD Radeon Pro 455,GPU_AMD Radeon Pro 555,GPU_AMD Radeon Pro 560,GPU_AMD Radeon R2,GPU_AMD Radeon R2 Graphics,GPU_AMD Radeon R3,GPU_AMD Radeon R4,GPU_AMD Radeon R4 Graphics,GPU_AMD Radeon R5,GPU_AMD Radeon R5 430,GPU_AMD Radeon R5 520,GPU_AMD Radeon R5 M315,GPU_AMD Radeon R5 M330,GPU_AMD Radeon R5 M420,GPU_AMD Radeon R5 M420X,GPU_AMD Radeon R5 M430,GPU_AMD Radeon R7,GPU_AMD Radeon R7 Graphics,GPU_AMD Radeon R7 M360,GPU_AMD Radeon R7 M365X,GPU_AMD Radeon R7 M440,GPU_AMD Radeon R7 M445,GPU_AMD Radeon R7 M460,GPU_AMD Radeon R7 M465,GPU_AMD Radeon R9 M385,GPU_AMD Radeon RX 540,GPU_AMD Radeon RX 550,GPU_AMD Radeon RX 560,GPU_AMD Radeon RX 580,GPU_ARM Mali T860 MP4,GPU_Intel Graphics 620,GPU_Intel HD Graphics,GPU_Intel HD Graphics 400,GPU_Intel HD Graphics 405,GPU_Intel HD Graphics 500,GPU_Intel HD Graphics 505,GPU_Intel HD Graphics 510,GPU_Intel HD Graphics 515,GPU_Intel HD Graphics 520,GPU_Intel HD Graphics 530,GPU_Intel HD Graphics 5300,GPU_Intel HD Graphics 540,GPU_Intel HD Graphics 6000,GPU_Intel HD Graphics 615,GPU_Intel HD Graphics 620,GPU_Intel HD Graphics 620 ,GPU_Intel HD Graphics 630,GPU_Intel Iris Graphics 540,GPU_Intel Iris Graphics 550,GPU_Intel Iris Plus Graphics 640,GPU_Intel Iris Plus Graphics 650,GPU_Intel Iris Pro Graphics,GPU_Intel UHD Graphics 620,GPU_Nvidia GTX 980 SLI,GPU_Nvidia GeForce 150MX,GPU_Nvidia GeForce 920,GPU_Nvidia GeForce 920M,GPU_Nvidia GeForce 920MX,GPU_Nvidia GeForce 920MX ,GPU_Nvidia GeForce 930M,GPU_Nvidia GeForce 930MX,GPU_Nvidia GeForce 930MX ,GPU_Nvidia GeForce 940M,GPU_Nvidia GeForce 940MX,GPU_Nvidia GeForce 960M,GPU_Nvidia GeForce GT 940MX,GPU_Nvidia GeForce GTX 1050,GPU_Nvidia GeForce GTX 1050 Ti,GPU_Nvidia GeForce GTX 1050M,GPU_Nvidia GeForce GTX 1050Ti,GPU_Nvidia GeForce GTX 1060,GPU_Nvidia GeForce GTX 1070,GPU_Nvidia GeForce GTX 1070M,GPU_Nvidia GeForce GTX 1080,GPU_Nvidia GeForce GTX 930MX,GPU_Nvidia GeForce GTX 940M,GPU_Nvidia GeForce GTX 940MX,GPU_Nvidia GeForce GTX 950M,GPU_Nvidia GeForce GTX 960,GPU_Nvidia GeForce GTX 960<U+039C>,GPU_Nvidia GeForce GTX 960M,GPU_Nvidia GeForce GTX 965M,GPU_Nvidia GeForce GTX 970M,GPU_Nvidia GeForce GTX 980 ,GPU_Nvidia GeForce GTX 980M,GPU_Nvidia GeForce GTX1050 Ti,GPU_Nvidia GeForce GTX1060,GPU_Nvidia GeForce GTX1080,GPU_Nvidia GeForce MX130,GPU_Nvidia GeForce MX150,GPU_Nvidia Quadro 3000M,GPU_Nvidia Quadro M1000M,GPU_Nvidia Quadro M1200,GPU_Nvidia Quadro M2000M,GPU_Nvidia Quadro M2200,GPU_Nvidia Quadro M2200M,GPU_Nvidia Quadro M3000M,GPU_Nvidia Quadro M500M,GPU_Nvidia Quadro M520M,GPU_Nvidia Quadro M620,GPU_Nvidia Quadro M620M,Operating System_Android,Operating System_Chrome OS,Operating System_Linux,Operating System_Mac OS X,Operating System_No OS,Operating System_Windows 10,Operating System_Windows 10 S,Operating System_Windows 7,Operating System_macOS,Hard Disk_1.0TB HDD,Hard Disk_1.0TB Hybrid,Hard Disk_128GB Flash Storage,Hard Disk_128GB HDD,Hard Disk_128GB SSD,Hard Disk_128GB SSD +  1TB HDD,Hard Disk_128GB SSD +  2TB HDD,Hard Disk_16GB Flash Storage,Hard Disk_16GB SSD,Hard Disk_180GB SSD,Hard Disk_1TB HDD,Hard Disk_1TB HDD +  1TB HDD,Hard Disk_1TB SSD,Hard Disk_1TB SSD +  1TB HDD,Hard Disk_240GB SSD,Hard Disk_256GB Flash Storage,Hard Disk_256GB SSD,Hard Disk_256GB SSD +  1.0TB Hybrid,Hard Disk_256GB SSD +  1TB HDD,Hard Disk_256GB SSD +  256GB SSD,Hard Disk_256GB SSD +  2TB HDD,Hard Disk_256GB SSD +  500GB HDD,Hard Disk_2TB HDD,Hard Disk_32GB Flash Storage,Hard Disk_32GB HDD,Hard Disk_32GB SSD,Hard Disk_500GB HDD,Hard Disk_508GB Hybrid,Hard Disk_512GB Flash Storage,Hard Disk_512GB SSD,Hard Disk_512GB SSD +  1.0TB Hybrid,Hard Disk_512GB SSD +  1TB HDD,Hard Disk_512GB SSD +  256GB SSD,Hard Disk_512GB SSD +  2TB HDD,Hard Disk_512GB SSD +  512GB SSD,Hard Disk_64GB Flash Storage,Hard Disk_64GB Flash Storage +  1TB HDD,Hard Disk_64GB SSD,Hard Disk_8GB SSD,Screen Specs_1366x768,Screen Specs_1440x900,Screen Specs_1600x900,Screen Specs_1920x1080,Screen Specs_2560x1440,Screen Specs_4K Ultra HD / Touchscreen 3840x2160,Screen Specs_4K Ultra HD 3840x2160,Screen Specs_Full HD / Touchscreen 1920x1080,Screen Specs_Full HD 1920x1080,Screen Specs_IPS Panel 1366x768,Screen Specs_IPS Panel 2560x1440,Screen Specs_IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Screen Specs_IPS Panel 4K Ultra HD 3840x2160,Screen Specs_IPS Panel Full HD / Touchscreen 1920x1080,Screen Specs_IPS Panel Full HD 1366x768,Screen Specs_IPS Panel Full HD 1920x1080,Screen Specs_IPS Panel Full HD 1920x1200,Screen Specs_IPS Panel Full HD 2160x1440,Screen Specs_IPS Panel Full HD 2560x1440,Screen Specs_IPS Panel Quad HD+ / Touchscreen 3200x1800,Screen Specs_IPS Panel Quad HD+ 2560x1440,Screen Specs_IPS Panel Quad HD+ 3200x1800,Screen Specs_IPS Panel Retina Display 2304x1440,Screen Specs_IPS Panel Retina Display 2560x1600,Screen Specs_IPS Panel Retina Display 2736x1824,Screen Specs_IPS Panel Retina Display 2880x1800,Screen Specs_IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Screen Specs_IPS Panel Touchscreen 1366x768,Screen Specs_IPS Panel Touchscreen 1920x1200,Screen Specs_IPS Panel Touchscreen 2400x1600,Screen Specs_IPS Panel Touchscreen 2560x1440,Screen Specs_Quad HD+ / Touchscreen 3200x1800,Screen Specs_Quad HD+ 3200x1800,Screen Specs_Touchscreen / 4K Ultra HD 3840x2160,Screen Specs_Touchscreen / Full HD 1920x1080,Screen Specs_Touchscreen / Quad HD+ 3200x1800,Screen Specs_Touchscreen 1366x768,Screen Specs_Touchscreen 2256x1504,Screen Specs_Touchscreen 2400x1600,Screen Specs_Touchscreen 2560x1440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
